,word,sentiment_score
12232,huh,-0.003589344581174888
12233,human,0.4223255283347118
12234,humble,0.004350411018408625
12235,humm,-0.18506521427547654
12236,hump,-0.05771897135701513
12237,hunch,0.12635256538231182
12238,hundred,-0.009261198884246038
12239,hungry,2.4963066480335394
12240,hunt,-0.22813163517337678
12241,hunting,-0.02636500166271899
12242,hurdle,0.07201155567038155
12243,hurricane,0.308747112340644
12244,hurry,-0.03303858450360223
12245,hvf,-0.4271258863575402
12246,hybrid,0.14573767219005787
12247,hype,-1.5680833427716039
12248,hypothetical,-0.37802403385560074
12249,i-h,1.633060491115991
12250,i-pad,-0.6687688118102336
12251,i-phone,0.6426911092197787
12252,i,0.02633017577705921
12253,I,0.11392465759873119
12254,i.,0.003078458774206429
12255,i.e.,-0.03678593409558177
12256,ib,-0.26580409223378987
12257,ibd,0.24161299576728287
12258,icahn,0.2945016044291008
12259,ichan,0.29937224107717225
12260,ichimoku,-0.24246222684433308
12261,icon,-0.22152787731116527
12262,id,1.8726292673188258
12263,idea,-0.02549135184111598
12264,identical,-0.06236329305606619
12265,identify,-0.2634688579937251
12266,ie,0.19064146075525615
12267,if,0.05999917212445298
12268,if/when,-0.04015140656963792
12269,iffy,0.18425016787963464
12270,ignite,1.0538655036319224
12271,ih,0.4971707642661121
12272,ii,-0.046140345151040846
12273,iii,-0.1408198366059911
12274,illustrate,-0.3468660184214295
12275,im,0.5572390152271367
12276,imac,1.6448509641709241
12277,image,-0.11306515909033422
12278,imagine,0.2998987364911835
12279,imbalance,0.009114363376691196
12280,imf,-1.0998335189248185
12281,imho,-0.02065680794318587
12282,immediate,-0.10751807923377038
12283,immediately,0.0346316889339445
12284,imminent,0.26984653577717466
12285,imo,0.09756153209936395
12286,imp,-0.3705682306800269
12287,impact,-0.3654745544484099
12288,implication,-0.5026147136509754
12289,implode,-1.173309705916841
12290,imply,-0.20288235689861403
12291,import,-0.08152501074960584
12292,impossible,-0.14430987530457215
12293,impulse,-0.3902634123360831
12294,impulsive,-0.15165796861958206
12295,in,-0.0881383368884317
12296,inc,0.11176212229751167
12297,inc.,0.11693618153989498
12298,inch,1.5588304687925414
12299,incl,0.05776269381779469
12300,include,0.6384672028850741
12301,income,-0.038848935016173626
12302,incoming,-0.05727389995700158
12303,incorrect,0.5611709449307034
12304,incr,0.547626037837774
12305,increasingly,-0.37343479223943643
12306,incredible,0.6087376672378463
12307,incredibly,0.17389651009135915
12308,increment,0.5785142299416601
12309,ind,-0.09762689653760326
12310,indeed,0.21918767832129243
12311,independent,0.47527956172396163
12312,index,-0.3622128348410288
12313,indian,-0.0031175273243933196
12314,indicate,-0.19791643142746967
12315,indication,-0.00272501161064489
12316,indicative,-0.2036822286213146
12317,indicator,-0.19560858849094254
12318,indium,0.4870818733176833
12319,individual,-0.07123405475132578
12320,indu,-0.7510585628809431
12321,induce,-0.05206718177909239
12322,industrial,-0.19239374842994122
12323,industry,0.9698391535292987
12324,inevitable,-0.14732012671730485
12325,infinity,-0.2928745469808966
12326,inflate,-0.41593808227031676
12327,inflation,-0.28860910577528304
12328,inflection,-0.017916009746309303
12329,inflow,-0.14936294441133666
12330,influence,0.7305720291710217
12331,info,0.8896237281707713
12332,inform,1.9012824534884807
12333,information,0.44712292067826315
12334,informative,2.2391694949091634
12335,infrastructure,0.7043322020363345
12336,infringe,1.177803483142108
12337,ing,-0.01003296545793321
12338,ingredient,0.6196002750604467
12339,initial,-0.01086004299254717
12340,initially,-0.13064258754956742
12341,initiate,-0.020775924899434226
12342,injunction,1.5500099820323416
12343,ink,-0.047728249964167975
12344,inline,0.1635056897584348
12345,inner,1.8726292673188258
12346,innovator,0.2405516224641797
12347,input,-0.03439873871291386
12348,insanely,-0.17629353590368352
12349,inside,-0.07594376510288176
12350,insider,0.43901118501919145
12351,insight,-0.0491041995126845
12352,inst,1.1580440920628587
12353,instagram,-0.017957080365142954
12354,install,1.3148903402447034
12355,instant,0.5916622806221529
12356,instead,0.3233213183303021
12357,instinct,1.8702335795567977
12358,institution,0.11607975539565321
12359,institutional,0.34541449729111917
12360,instrument,-0.02837895943815388
12361,insurance,-0.19793198058928305
12362,insurer,-0.175441013050301
12363,int,1.1016254075996563
12364,integrate,0.3169417854878762
12365,integration,0.3881014174485925
12366,intend,0.25816139644292435
12367,intent,-0.09058334527733983
12368,intention,-0.1988247097606421
12369,interactive,0.03153751818155879
12370,interim,-0.034710540145691755
12371,intermediate,-0.17209127247825828
12372,internal,-0.2961688935603222
12373,international,0.8978057361672749
12374,internet,0.10398640531519983
12375,interpret,0.12772639500999028
12376,interpretation,-0.570969209389859
12377,intervention,-0.3286806929633361
12378,interview,0.07751966122712742
12379,into,-0.008740390274811294
12380,intra-day,-0.10950073413696144
12381,intra,-0.01003296545793321
12382,intraday,-0.3368964820930664
12383,introduce,0.662736486089744
12384,iNUM,-0.021929195929482583
12385,inv,-0.08827329287599885
12386,invalidate,-0.34250487627047865
12387,invent,1.4086697278232503
12388,invention,0.778132694483262
12389,inventory,-0.0973107076243864
12390,inverse,-0.4107782714633796
12391,invert,-0.5933782427977642
12392,inverted,0.12845926607468877
12393,invest,0.12918080787915073
12394,investigate,0.7580560872781951
12395,investigation,-0.1382329959729434
12396,investing,0.17084044042361188
12397,investment,1.0566507274775647
12398,investor,0.004984199173195528
12399,involve,0.5713370418296881
12400,iosNUM,-0.20282515567021758
12401,ip,0.5410217971288045
12402,ipad,0.8623905541453942
12403,ipadminus,1.718506687961669
12404,ipadNUM,-0.052171420381252685
12405,iphone,0.47799089843410053
12406,iphoneNUM,0.6143145546572342
12407,ipNUM,2.1953268430550485
12408,ipo,0.3155995875583377
12409,ipod,0.7750252172730732
12410,iqnt,1.4748880586373128
12411,ir,1.6485935841800559
12412,ira,1.6712526582857574
12413,iran,0.2331188476127586
12414,ireland,-0.28887122623685624
12415,irish,-0.11663322344847354
12416,iron,-0.016383385166529797
12417,irreg,0.22040327410660812
12418,irrelevant,0.6646303320689426
12419,ish,-0.11906717891888663
12420,ishare,0.22958674386105007
12421,island,-0.5749327106944047
12422,ism,-0.6947190118180507
12423,isn,-0.04015140656963792
12424,isnt,0.08155501914735315
12425,issue,0.008246973629285689
12426,it,0.026451392477235738
12427,italian,-1.994698226144406
12428,italy,-1.5395423056710134
12429,itch,1.1863668652239927
12430,item,0.6245424901843346
12431,itm,0.27123859978867315
12432,its,0.08889910451806468
12433,itself,-0.176193729821992
12434,itune,0.5749028372306468
12435,itv,1.2880244131991017
12436,itz,0.43400397802474094
12437,iv,-0.4590840492711343
12438,ive,0.03063576471442295
12439,ivica,-1.1778962044118961
12440,ivn,-0.11056737443436578
12441,j-hook,1.774346474852729
12442,j,0.17472216676648714
12443,j.p.,0.6807746057097228
12444,jack,0.29925913575344576
12445,jackson,2.4076662008384906
12446,jaffray,0.4811339588740264
12447,jame,1.177098065587207
12448,jan,0.31963966362049834
12449,jan.,0.49642146894434497
12450,jan/NUM,1.8726292673188258
12451,janNUM,0.6797910103277511
12452,January,0.5729752235449874
12453,japan,-0.014522959102768953
12454,japanese,-0.2130349473392871
12455,jc,0.534473661694664
12456,jcus,1.5500099820323416
12457,jeff,-0.1769329996361674
12458,jeffery,0.42325525284434534
12459,jeffry,0.5707060624209754
12460,jesse,-0.3286226171707037
12461,jesus,0.12904771411459373
12462,jet,0.48278242021504125
12463,jiggy,0.6854302777875644
12464,jim,0.15842122477413015
12465,jinx,-0.8932779131431847
12466,jitters,0.583676654748725
12467,jmho,-0.08315189818701361
12468,jmo,0.33500744411692945
12469,job,0.03847647356731483
12470,jobless,-0.5584348573885624
12471,joe,2.2328419015264043
12472,john,-0.159230970445261
12473,johnson,-0.4848704567107046
12474,joint,0.8542338077175363
12475,jone,-0.03877529965608189
12476,journal,0.4948806434132844
12477,joyg,0.8049510880415252
12478,jpmorgan,0.6609258889554358
12479,jpy,-0.20407308631021098
12480,judge,0.44287836074632253
12481,judgement,0.5987477086698487
12482,judgment,0.30382644573101736
12483,juice,0.5377006436135
12484,juicy,-0.040469104368134015
12485,jul,-0.4771077093026908
12486,July,-0.06650271220824452
12487,jump,0.7385042524363178
12488,jun,-0.15833657527795383
12489,juncture,-0.3869858105202812
12490,June,-0.1426157004544701
12491,junior,-0.04537357439751025
12492,junk,-0.8281997061652859
12493,junNUM,-0.23696908891118418
12494,juror,2.0970253543621484
12495,jury,3.557596326612098
12496,just,0.3341700557364109
12497,justify,-0.33155879522512766
12498,justin,-0.21843199082700301
12499,jz,2.7390696745857452
12500,k,0.6389299261329606
12501,k.i.s.s,-0.45842934477017855
12502,ka-chinga,1.0493112397684168
12503,ka,1.1342084248352964
12504,kaboom,0.6683968856059093
12505,karma,0.16464908619031185
12506,kass,0.048415708866896744
12507,keep,0.36914720119374084
12508,keltner,0.11241986646258934
12509,key,-0.16660550285317383
12510,keyboard,0.3623605588757967
12511,keystone,-0.6921241221155224
12512,kick,-0.0452515808686083
12513,kicker,0.5556654484512913
12514,kid,-0.08909141227033653
12515,kijun-sen,-1.4040991830299556
12516,kijun,-0.07522854596780708
12517,kim,0.32462367738071474
12518,kinda,0.1957177282099469
12519,kindle,0.02208897547632665
12520,king,-0.05182798691906272
12521,kirby,0.9052462324572528
12522,kitchen,-0.04615164110649276
12523,kiwi,-0.3671022971581952
12524,knee,-0.10889459305684049
12525,knife,-0.7396871536864068
12526,knight,1.1680929214631701
12527,knock,0.18227879472122577
12528,know,0.11634026920628694
12529,knowledge,1.1281985501781153
12530,known,0.045949433876165784
12531,kong,0.4540917258026461
12532,kool-aid,-0.1156545905005128
12533,kor,0.040593598189924814
12534,korea,0.02994609702535432
12535,kst,0.8177280894390098
12536,kumo,-0.29730289120609454
12537,kv-a,1.633060491115991
12538,l.,0.053576289950815814
12539,la,-0.3583201949261866
12540,lab,0.4081213256697385
12541,label,-0.26479862405045174
12542,labor,-0.5769313458506523
12543,lach,2.32421641046117
12544,ladder,-0.01659965450389626
12545,lady,0.3360739240795141
12546,laggard,-0.12470048647235889
12547,land,-0.053031388849075566
12548,landing,-0.3943714220674654
12549,lang,3.113595528049511
12550,language,-0.03637637663723374
12551,laptop,-0.23045721656872578
12552,large,0.01867703158710637
12553,larger,-0.15819988115587272
12554,largest,0.08066379393496206
12555,larry,0.3773208225194645
12556,las,1.252897725270984
12557,last,-0.10203745078366719
12558,late,-0.07340913796123778
12559,lately,0.5962717657666748
12560,later,0.3583108128945133
12561,lateral,-0.3755532885362832
12562,latest,0.07053819469502734
12563,latin,-0.0275748330786313
12564,latter,-0.09121178377305661
12565,launch,0.4634418178713132
12566,launchpad,1.5412257935715712
12567,law,0.13023681900880293
12568,lawyer,3.0932321820722697
12569,lay,-0.035710918763638036
12570,layer,-0.18506521427547654
12571,layoff,-0.870718073670632
12572,lazard,1.798362946695947
12573,lb,-0.0695141178156801
12574,ldl,1.7416650029946097
12575,lead,-0.3701584950111466
12576,leader,0.9288422977006189
12577,leadership,0.02758884275683458
12578,leaf,0.3495115385712309
12579,lean,-0.4328507954708327
12580,leapfrog,1.5500099820323416
12581,learn,0.631541975396305
12582,learning,-0.07411364613600516
12583,lease,-0.17904717231075276
12584,leash,-0.3305745149497775
12585,least,-0.031897012261065616
12586,lee,-0.09674645263007023
12587,leerink,1.5500099820323416
12588,left,-0.1299875414824532
12589,leg,-0.07411364613600516
12590,legit,-0.019321474261993092
12591,legitimate,0.5681990598740447
12592,length,0.46000834860886797
12593,lenovo,0.46146935516071064
12594,less,0.3536893078383015
12595,lesser,0.8542338077175363
12596,lesson,0.004156482295831463
12597,let,0.34981600517673506
12598,letter,1.6354472018792334
12599,level,1.0002262593997484
12600,leverage,-0.04976350867134874
12601,leveraged,-0.1701590941665472
12602,lg,0.09833209314143626
12603,license,0.15305782924070033
12604,licensing,1.5412257935715712
12605,lick,-0.17910276623190483
12606,lid,-0.07786337211591629
12607,lie,-0.056631816542038235
12608,lien,1.1332959164070713
12609,life,0.6202262542308636
12610,lifetime,0.52598655752978
12611,lift,0.696282171189159
12612,lifting,0.3108251301503446
12613,liftoff,2.0568002882168415
12614,light,0.4918258246267829
12615,lighten,-0.03625850791975024
12616,lighter,0.8064369972530345
12617,likelihood,-0.1002666532263781
12618,likely,-0.09967579425668995
12619,likey,1.3203618102799561
12620,lil,0.3781873520962511
12621,lim,0.02289773145180778
12622,limit,-0.15817460377330028
12623,line,0.1374894237990661
12624,linear,-0.004627717027281983
12625,lineup,0.9331470020629548
12626,linha,0.046772951544362985
12627,link,0.42128379443317826
12628,lion,1.633060491115991
12629,lionsgate,1.5500099820323416
12630,lip,0.1482132162108205
12631,liquid,0.2405516224641797
12632,liquidate,-0.5655152644403039
12633,liquidation,-1.2013097981279146
12634,liquidity,-0.35725565820162364
12635,lisis,-0.31595878521491216
12636,list,1.0675062723788578
12637,listen,0.4215274045180214
12638,listing,-0.08842908083269253
12639,literally,-0.21241221155224307
12640,little,0.22103135417290756
12641,live,0.04239036401144619
12642,liver,1.6418446795767618
12643,livermore,-0.14500391395905232
12644,living,0.39241365542024353
12645,liz,2.1173637452585345
12646,lkqx,1.5412257935715712
12647,ll,0.8998830676211378
12648,llc,0.053576289950815814
12649,lml,-1.2868656354395211
12650,lmlp,-2.1877597821413213
12651,lNUM,1.138873105333476
12652,load,0.9055826832656119
12653,loaded,-0.29621136113898067
12654,loan,-0.014314487666780534
12655,lobotomy,0.054568443468423475
12656,local,0.8417348772210023
12657,locate,-0.17110366652284995
12658,located,0.09499422778129805
12659,location,-0.07435011333535073
12660,lock-up,-0.16488983282734185
12661,lock,-0.05604012261485882
12662,lockup,-0.8128325935109788
12663,lod,-0.6315325038271864
12664,loeb,0.6197136064175391
12665,lofty,-0.3537575844441261
12666,log,-0.04615164110649276
12667,logic,-0.16576419614974885
12668,logical,-0.038061205432568496
12669,london,-0.04590305933141754
12670,long-term,0.15429353172159194
12671,long,1.5456461063886602
12672,longer-term,-0.04332603042650342
12673,longer,-0.010636503418910693
12674,longest,-0.021929195929482583
12675,longterm,0.12849304585080173
12676,look,-0.15084736575339672
12677,lookin,0.15169899191343525
12678,lookn,0.741775914465074
12679,lookout,-1.0027651831627977
12680,loonie,-0.23959677034064325
12681,lord,-0.1263620736492306
12682,los,-0.283657291540336
12683,lot,-0.001209614912004443
12684,lotta,-0.025931356875888923
12685,lottery,-0.1805803214406636
12686,lotto,-0.10613400740962706
12687,loud,0.12824344750876981
12688,lovaza,2.9392745232494546
12689,lovin,0.9955344449255419
12690,lt,-0.12517318809421413
12691,lt.,0.3123261462700475
12692,lte,2.0762627270912355
12693,luke,2.385705729686564
12694,lumber,-0.6915028500237036
12695,lumium,0.8096945498103412
12696,lump,0.8009915485459492
12697,lunch,0.19423515485819323
12698,lunchtime,-0.13873289292523922
12699,lupus,1.633060491115991
12700,luv,-0.1027764696246854
12701,luxury,-0.2939342048686283
12702,lv,1.1689661312340507
12703,lvl,-0.01340835590235055
12704,m-a,-3.1016196072810662
12705,m,0.3108251301503446
12706,m.,-0.03243740711963368
12707,ma,-0.16848130197608535
12708,mac,0.7813645644080734
12709,macau,0.015305782924069995
12710,macbook,0.7638424748496183
12711,macd,-0.16457885433089664
12712,macd/rsi,0.023567103024080494
12713,macd/sto,0.6063554737275368
12714,machine,0.1504568069809459
12715,macro,-0.4907191508970173
12716,macy,-0.07411364613600516
12717,magazine,0.05238570572968655
12718,magic,0.40745204087188497
12719,magical,0.49636986757170454
12720,magnet,-0.10700989744197162
12721,magnitude,-0.09557877982702394
12722,mail,0.03500170281728185
12723,main,-0.08313996955246782
12724,mainly,0.015305782924069995
12725,maintain,-0.06829124993495915
12726,major,-0.13341754772485823
12727,majority,0.16901019406753004
12728,make,0.11162966361225976
12729,maker,0.20684997891188062
12730,makin,0.1864038669788321
12731,making,-0.2289681970920324
12732,makings,0.053576289950815814
12733,malaysium,1.718506687961669
12734,mall,-0.23362476709187302
12735,mama,0.5778398882012378
12736,man,0.14167439784857813
12737,manage,0.0554497771779393
12738,management,0.4674286744689052
12739,manager,-0.20418738492409172
12740,manana,-0.7430764575669255
12741,manip,0.6958641112663873
12742,manipulate,0.26089374789714165
12743,manipulator,0.2719719888815516
12744,manufacture,-0.48982370646409634
12745,manufacturer,-0.008891552764277454
12746,manufacturing,-0.3807510391285652
12747,maNUM,-0.4576765338667224
12748,many,-0.012033045577579704
12749,map,-0.14702275731371303
12750,mar,0.14841907428914192
12751,mar.,-0.4744159380822702
12752,march,-0.018335506559881438
12753,margin,-0.07069658585335245
12754,marijuana,1.633060491115991
12755,marine,1.5412257935715712
12756,marissa,0.9914461661317349
12757,mark,-0.08293463376222387
12758,marked,-0.15799280342176925
12759,marker,0.3773208225194645
12760,market,-0.04152419173201751
12761,marketing,0.5516065913397229
12762,marketwatch,-0.0834169413788161
12763,marry,0.03353962866839689
12764,marshmallow,1.0024622346443082
12765,marubozu,1.2014374126572172
12766,marxe,1.7875823517668197
12767,mary,0.2990084514540491
12768,mas,0.3861003861003861
12769,mass,-0.12938028049430927
12770,massive,-0.03523237144801631
12771,massively,0.02799247069560507
12772,master,-0.04198572044201164
12773,match,0.004435494371001756
12774,mate,0.09862247953683369
12775,material,0.1037728049107568
12776,materialize,-0.007248305657363967
12777,math,0.8160059439841484
12778,mattress,-0.11945692710221527
12779,max,-0.20138897937378702
12780,maxim,1.1167590644532122
12781,maximize,1.2805283822452902
12782,maximum,0.13036035136753843
12783,may,0.15604236999879653
12784,mayan,-0.5450562050820037
12785,mayb,1.715711718905969
12786,maybe,0.43393429624185487
12787,mayer,0.39462301191189175
12788,mb,0.5891794769415053
12789,mbus,1.9170825846809063
12790,mc,0.013119242506345698
12791,mcclellan,-0.48879217863021784
12792,mcdonald,-0.14294586976255297
12793,md,0.7586344579756438
12794,meal,-0.08582822551408428
12795,mean,-0.00022320529895178426
12796,meaning,0.07307317416884898
12797,means,-0.037310678273843115
12798,meantime,-0.29383764700557435
12799,meanwhile,-0.14600544646696287
12800,measure,-0.1477918517987674
12801,meat,-0.1602470228265544
12802,mechanical,-0.025779509296780304
12803,med,-0.16802460832846405
12804,media,0.5908519720682547
12805,median,-0.4118767797387765
12806,medical,1.5847144809013416
12807,medicine,0.667138198861098
12808,medium-term,-0.17904717231075276
12809,medium,-0.0511034856826491
12810,meet,-0.1570015766088577
12811,meeting,0.06904997904356949
12812,meg,-1.0499954395611524
12813,mega,-0.02769938665467327
12814,megaphone,-0.7264909377565228
12815,megatrend,0.05893391894589738
12816,melissa,0.5857456578159314
12817,melt,-0.19672625961021814
12818,meltdown,-0.6703804564203018
12819,melus,1.2856857656218805
12820,member,0.004884499040966779
12821,memo,-0.3241722803497208
12822,memory,-0.18865558262863696
12823,menax,1.633060491115991
12824,mental,0.25549305367984704
12825,mentality,0.15305782924070033
12826,mention,0.05964195323992849
12827,mere,0.2679208194480704
12828,merely,-0.041063494338540917
12829,merge,0.1313708052777727
12830,merger,-0.062245336718605986
12831,merkel,-0.6390227230129769
12832,message,-0.15747884433240877
12833,messenger,-0.9293913768616368
12834,metal,0.08854565975504583
12835,methink,-0.2036822286213146
12836,method,-0.20139413151792204
12837,metric,-0.2824030510185641
12838,mexican,-0.11569305950845263
12839,mexico,0.052446548593484126
12840,mf,-0.17425676847989252
12841,mfus,-0.03819693277913137
12842,mfv,-0.8623123034508356
12843,mgmt,0.680191300479433
12844,mgr,-0.15965382856596846
12845,mgt,-0.23001289952701734
12846,micro,-0.003248594120176351
12847,mid-day,-0.2585117333576557
12848,mid-NUM,-0.0013197351594943665
12849,mid-term,-0.4744159380822702
12850,mid,-0.032949892893067476
12851,midday,0.2606136022828081
12852,middle,-0.09077444938130055
12853,midnight,2.597859509097329
12854,midpoint,-0.5704898512695556
12855,might,0.1643622503281193
12856,mighty,-0.08145444923429725
12857,mike,0.5993064336046967
12858,mil,1.2354610186512756
12859,mild,-0.08078186714069371
12860,mile,-0.22574673427475503
12861,milestone,-0.004755119763255754
12862,military,-0.06462793333941394
12863,milk,-0.0754063069975018
12864,mill,1.56276535891102
12865,million,0.24898124552276502
12866,millionaire,-0.1471953301106232
12867,min,-0.19512515913632192
12868,mind,0.42418267002436566
12869,mindful,0.7020252434506775
12870,mine,0.6242676226270968
12871,miner,0.3085860598188337
12872,mineral,0.626534056879435
12873,mini,2.4535835496107006
12874,minimal,0.0012422084691998802
12875,minimum,-0.06132338553383488
12876,mining,0.04437889177915272
12877,minor,-0.15969133199909186
12878,minus,0.5236589028086911
12879,minute,-0.22203341805824336
12880,mirror,-0.3275251336022445
12881,misek,2.386903573567578
12882,misguided,0.4036733879017768
12883,mislead,-0.2430207188699375
12884,mission,0.004907832568044199
12885,mix,-0.010152405522908586
12886,mixed,-0.12755052314748458
12887,mjna,2.202189904326057
12888,mkt,-0.23491636185014733
12889,ml,-0.1020863816098581
12890,mlk,-0.538340260857102
12891,mm,0.4965813348577132
12892,mn,-0.37343479223943643
12893,mNUM,-0.49659270069188305
12894,mo,0.21558897334080931
12895,mo.,0.718941460925889
12896,moat,-0.0834169413788161
12897,mobil,0.053576289950815814
12898,mobile,0.6113763140785078
12899,mode,-0.013740789956345678
12900,model,-0.11914579321381716
12901,moderate,0.3881014174485925
12902,moderately,-0.07583358307165085
12903,modernist,1.6418446795767618
12904,modest,-0.05725956714920452
12905,mojo,0.10525387158208473
12906,mom,-0.16586013384637435
12907,moment,0.07978485747433688
12908,momentum,-0.20673063092307223
12909,momo,0.07260430328824277
12910,mon.,-0.05159810806937073
12911,monday,-0.050555722047767405
12912,Monday,0.13824896845067516
12913,monetary,-0.8567096399447813
12914,monetization,-0.008599684678228437
12915,monetize,0.6381344748284256
12916,money,0.032233743621280134
12917,monitor,-0.15913051045271176
12918,monitoring,0.10015305782924082
12919,monkey,1.5998837420278818
12920,monopoly,0.5916622806221529
12921,monster,1.0424383536105608
12922,month-relative,2.386903573567578
12923,month,0.12976148111764743
12924,monthly,-0.15482689877128764
12925,mood,-0.03785007883044291
12926,moon,0.3496083756964224
12927,more,0.09938818863835253
12928,morgan,-0.021792514950780304
12929,morn,0.2079239565915528
12930,morning,0.058955649508042315
12931,morph,-1.5557402895227175
12932,mortgage,0.2905076896069834
12933,most,0.1969267214923917
12934,mostly,-0.02699390934780049
12935,mot,0.583676654748725
12936,mother,0.008651094696213455
12937,motion,1.0701819078599697
12938,motley,2.0395288480734677
12939,motor,0.17686425304017966
12940,motorolum,0.7649564117921077
12941,mount,-0.37978292311100126
12942,mountain,-0.025277923169314175
12943,mouse,-0.12612870861401748
12944,mouth,-0.024929278908896145
12945,move,0.24242517929938112
12946,movement,0.3152611014459684
12947,mover,2.3361092889940944
12948,movie,0.03106408464763426
12949,movin,2.0083849071670987
12950,moving,1.22395329432662
12951,moynihan,1.8726292673188258
12952,mr,0.13430406373696663
12953,mr.,-0.021225440665624394
12954,mrkt,-0.33100013103483106
12955,msg,-0.031293297023553615
12956,mtf,-0.1867087095695379
12957,mtNUM,-1.2177153504371507
12958,much,0.024620066357286283
12959,mucho,-0.07786337211591629
12960,mud,1.7955679776402473
12961,multi-day,-0.11265586928479289
12962,multi-month,-0.04325691683702591
12963,multi-week,0.18490353726927888
12964,multi-year,0.33155929965563946
12965,multi,0.6019734125144388
12966,multiple,-0.08671784464881524
12967,multiyear,0.30611565848140027
12968,multus,-0.005758049741074702
12969,mulum,0.5624258687304028
12970,munster,0.34911518241524253
12971,murphy,0.583676654748725
12972,muscle,1.7955679776402473
12973,music,-0.016017595227857534
12974,musk,0.8831155202686443
12975,must,-0.07745704374056778
12976,muted,1.718506687961669
12977,mutual,1.203383908963865
12978,mwc,1.633060491115991
12979,my,0.11526369721487524
12980,mybestfund,-0.6490643169170761
12981,myself,0.4004202499122172
12982,mystery,-0.13084897998184492
12983,n,0.4276140421663685
12984,na,0.39318387869308163
12985,nail,-0.12902921629715666
12986,naked,0.0329389242221146
12987,name,0.41826439681300936
12988,nansen,1.942104212417648
12989,nap,-0.3597264026244961
12990,narrow,-0.06805694902298036
12991,narrowing,-0.028092303282212985
12992,nat,1.4198845164929805
12993,natga,-0.2224196964629815
12994,nation,-0.2997805113158919
12995,national,0.7119500688234861
12996,natty,-0.021929195929482583
12997,nature,-0.0038297262433710758
12998,naysayer,2.116190856458375
12999,naz,0.8339655287149811
13000,nce,1.864091604808313
13001,nd,-0.06421097893077253
13002,nda,1.1582351766819725
13003,near-term,-0.19064973056660053
13004,near,0.4353455119367814
13005,nearby,0.46779183224128085
13006,nearest,-0.3399955596399375
13007,nearly,0.017643915981866237
13008,nearterm,0.10569692502213951
13009,necessarily,0.6390696745857457
13010,necessary,0.2529343478035831
13011,neck,-0.6017414911325383
13012,neckline,-0.6590054511103368
13013,need,-0.0012047842060741577
13014,neg,-0.4168526519106988
13015,negate,-0.8190811348737566
13016,negatively,-0.31920596244804356
13017,negotiate,1.0663565815450309
13018,negotiation,0.06581563148019372
13019,neighborhood,0.7649564117921077
13020,neither,-0.12438558625399428
13021,neop,0.06441738204565114
13022,nerve,0.2462881099734765
13023,net,0.044822545225046556
13024,network,0.5120627678921114
13025,neutral,-0.14411547525957805
13026,never,0.08375310541411556
13027,nevertheless,0.6831339951723258
13028,new,0.2763272476871954
13029,newbie,1.3140977818873387
13030,newby,1.1053794346646635
13031,news,0.3326061207434745
13032,newsletter,1.298248424606604
13033,newton,-0.5762339996251425
13034,next,-0.018345993980220725
13035,nexted,1.0726192852864842
13036,nexus,0.42162003131205944
13037,nfl,0.5785142299416601
13038,nfp,-0.6770770627299212
13039,ng,-0.24985667192202954
13040,nhod,2.4755440207626274
13041,nibble,0.6047279602597676
13042,niche,0.09337039482777121
13043,nick,-0.016950652985861115
13044,nickel,0.4425367671524587
13045,night,0.10378394094392278
13046,nightmare,-0.5142611437580619
13047,nikkeus,-0.7915330823834713
13048,nimble,-0.1737884103669824
13049,nite,0.6051131492724863
13050,nj,0.5057563053170956
13051,nl,-0.5921679168060139
13052,nNUM,2.3801669814846114
13053,no.,-0.12488653193827318
13054,nobody,-0.008239526943841106
13055,noise,0.006328083134568194
13056,nokium,0.7190193801392225
13057,nomura,-0.27690984663895657
13058,non,-0.0560780413251179
13059,none,-0.12953485823166863
13060,nonetheless,0.2755040926332601
13061,noon,0.25416069257155277
13062,noone,-0.09845683436051826
13063,nope,-0.040541370625934214
13064,nor,0.2326358010127223
13065,norm,-0.025691741730153678
13066,normal,0.3398111969882783
13067,normally,-0.13622992553765056
13068,north,1.8880714214221999
13069,nose,-0.7422548546957317
13070,not,0.1502654663551714
13071,notable,-0.11811735157012498
13072,notch,1.633060491115991
13073,note,-0.007328036526210891
13074,nothing,0.35485134391682754
13075,notice,0.15434142813574928
13076,nov,-0.09381474194431044
13077,nov.,-0.33227187466894303
13078,novasep,1.633060491115991
13079,November,-0.05656681477234719
13080,novice,0.36437442905799877
13081,novNUM,-0.4269743442740433
13082,now,0.08164845057978298
13083,nowhere,-0.25830790966236034
13084,nrNUM,0.5544928220112892
13085,nt,-0.31501306490556913
13086,ntdoy,0.012804908154569094
13087,ntfri,-0.07923995167796216
13088,nuclear,-0.0834169413788161
13089,nuff,0.3773208225194645
13090,NUM-box,0.34881213815132756
13091,NUM-d,-0.08613705903247297
13092,NUM-day,0.7720297013762327
13093,NUM-dma,-0.6058047871578042
13094,NUM-ema,-0.1521188667526633
13095,NUM-hour,0.124918004734335
13096,NUM-ish,-0.49060436672877566
13097,NUM-min,0.9251461654735754
13098,NUM-minute,-0.18972227428584032
13099,NUM-mo,-0.8693994553533038
13100,NUM-month,-0.13517806457426057
13101,NUM-NUM-NUM,-0.6809421432325268
13102,NUM-NUM,0.34567907636384343
13103,NUM-NUMm,0.675148369298898
13104,NUM-period,0.9331470020629548
13105,NUM-sma,-0.11539213259150179
13106,NUM-week,0.14308789633205668
13107,NUM-wk,-0.3578328794610864
